,status_id,text,created_at,favorite_count,retweet_count,location,followers_count,friends_count,statuses_count
31,1236050000000000000.00,"Not a big fan of , but the timely measures taken to avoid  in Sindh are truly appreciable. Hats off .
",2020-03-06T22:00:02Z,0,0,,10,60,2
32,1236050000000000000.00,We are not prepared for . Trump is the worst leader possible for this type of crisis. His Administration is not equipped to handle this responsibly. This is why elections matters. Remember all this in November 2020.,2020-03-06T22:00:03Z,0,0,D.C. by way of Fremontistan,195452,1488,128966
33,1236050000000000000.00,Statement from House DFL leaders:,2020-03-06T22:00:04Z,0,0,"Minneapolis, MN",5487,2641,13697
34,1236050000000000000.00,- Please find a link to 's   press event.,2020-03-06T22:00:04Z,0,0,"Montgomery County, MD",6646,5710,16804
35,1236050000000000000.00,A more accurate comparison between influenza and COVID19,2020-03-06T22:07:13Z,0,0,"Midwest, USA",17,101,1458
36,1236050000000000000.00,This is amazing!!!!,2020-03-06T22:06:00Z,0,0,"Midwest, USA",17,101,1458
37,1236050000000000000.00, This is gaslighting. COVID19 causes death in about 15% of those 80+. WHO states that it causes an overall mortality rate of 3.4%; so that’s 34 times as deadly as influenza. COVID19 also spreads at a much more rapid pace than influenza.,2020-03-06T22:00:04Z,0,0,"Midwest, USA",17,101,1458
38,1236050000000000000.00,"⚠️ Coronavirus Update ⚠️

🕙 2020-03-06 22:00 UTC

☣️ 101,781 cases (+180)
❓ 482 suspected
💀 3,460 dead
✅ 55,866 recovered (+3)

🔁 Retweet for awareness

🔎 Location updates undergoing maintenance

  ",2020-03-06T22:00:05Z,0,0,"Feral Hosting, United Kingdom",968,15,490
39,1236050000000000000.00,"""""The science behind why hand-washing and alcohol-based hand sanitizer work so well..."""" ",2020-03-06T22:00:06Z,0,0,"Virginia, USA",10391,10443,52131
40,1236050000000000000.00,"One expert you should listen to.
As he describes the danger of COVID19",2020-03-06T22:00:07Z,0,0,,4320,3546,110635
41,1236050000000000000.00,"I'm confused as to why people are soo confused with the banning of personal reusable cups, utensils  etc in public places/restaurants.  or not , common sense.
Am I missing something ?

      ",2020-03-06T22:00:08Z,0,0,"Toronto, Ontario",148,58,4170
42,1236050000000000000.00,"Status update on  /  for 6-Mar-2020, 22:00 UTC
Sharp increase again. Fourth largest number of daily new cases so far. Mainly outside China this time",2020-03-06T22:00:08Z,0,0,"Utrecht, Nederland",6555,4981,5410
43,1236050000000000000.00,The depths some low-life will stoop to...,2020-03-06T22:00:10Z,0,0,,891,1848,46966
44,1236050000000000000.00,"One way my Foundation is putting its weight to support prevention of COVID19. FREE MONEY
   Dangote  Tiwa Iyke     ",2020-03-06T22:00:10Z,0,0,Nigeria,425,1129,204
45,1236050000000000000.00,"Self-isolating and working from home as a precaution against coronavirus could overload broadband networks and cause internet 'bottlenecks', experts warn 😡  Daily Mail Online   ",2020-03-06T22:00:11Z,0,0,MN lakes to TN mountains,9697,8836,198266
46,1236050000000000000.00,"the last 2 months I have witnessed the brilliance of the  virus spread around the world in real time, it is truly a work of art, the virologist was a genius - now I have to repose myself to sleep, and just watching it in action wears down your immune system ",2020-03-06T22:00:11Z,0,0,"Harlem, New York",82,181,1422
47,1236050000000000000.00,Was a data-driven decision. No confirmed cases of  in Austin or Travis County.,2020-03-06T22:00:12Z,0,0,"Charlotte, NC",1149,1615,4305
48,1236050000000000000.00,,2020-03-06T22:04:05Z,0,0,,0,14,14
49,1236050000000000000.00,Are you a BigLaw atty who usually commutes from New Rochelle to NYC? Have you been affected by COVID19? Has your firm required you to take any special precautions? Email cara [dot] bayles @ law360 [dot] com! (Your responses can be anonymous.),2020-03-06T22:00:15Z,0,0,New York,36486,1012,83271
50,1236050000000000000.00,"Oh btw Prof June Andrews 

Old people don’t cause Bedblocking 

Lousy management, incompetent social workers, team leaders and spineless ward managers do!

If anyone needs some leadership in discharging medically fit vulnerable adults call me!

 ",2020-03-06T22:00:15Z,0,0,Europe,2742,2051,5112
51,1236050000000000000.00,Good Lord.,2020-03-06T22:00:16Z,0,0,"Irving, TX",108,484,5290
52,1236050000000000000.00," polluting our airways with mind virus. 
Would be interesting if it transpires Covid19  came from the USA.",2020-03-06T22:00:16Z,0,0,"Tenterfield NSW, Australia",53,163,257
53,1236050000000000000.00,Just 3 cases and 620m don move,2020-03-06T22:00:16Z,0,0,Nigeria,2383,2868,14329
54,1236050000000000000.00,Experts recommend aggressive hand-washing; protecting from coughing; avoiding touching the face and eyes; and taking extra precautions with very young infants when addressing  and kids—the same precautions as during  season.,2020-03-06T22:00:17Z,0,0,"Oakland, California",20867,756,6342
55,1236050000000000000.00,"The , by the Numbers. (New York Times)    19 ",2020-03-06T22:00:18Z,0,0,"Waterloo, Ontario Canada",38306,38262,182925
56,1236050000000000000.00," just bragged that by the end of NEXT WEEK, we will have 4 millions  in the US. Only 326 million to go.

I live in  and I’ve had symptoms since 2/23. But my fever hasn’t gone above 101.5, so I haven’t gone to a doc. When will my test be available?",2020-03-06T22:00:21Z,0,0,"Seattle, WA",839,2300,1837
57,1236050000000000000.00,"      just bragged that by the end of NEXT WEEK, we will have 4 millions  in the US. Only 326 million to go.

I live in  and I’ve had symptoms since 2/23. But my fever hasn’t gone above 101.5, so I haven’t gone to a doc. When will my test be available?",2020-03-06T22:00:55Z,0,0,"Seattle, WA",839,2300,1837
58,1236050000000000000.00,Totally not manufactured in a lab...,2020-03-06T22:12:05Z,0,0,Miami,76,434,2550
59,1236050000000000000.00,As info changes abt   we are working with national &amp; local agencies make sure we offer the best info:,2020-03-06T22:00:22Z,0,0,New England,288,753,2174
60,1236050000000000000.00,"From  — how do you contain an outbreak with no known vaccine? The world is turning to clinical trials to find the answer.  

",2020-03-06T22:00:23Z,0,0,,623,70,262
61,1236050000000000000.00,"If you thought the   was idiotic enough, just wait until you read this just in from  writing for UTSoC's The Comma.    
",2020-03-06T22:00:23Z,0,0,"Sydney, Australia",886,528,1390
62,1236050000000000000.00,How is a rugby match higher risk than a huge St Patrick's day parade with huge numbers from all over the world? ,2020-03-06T22:00:25Z,0,0,Dublin,793,2482,6966
63,1236050000000000000.00,Don't forget in the midst of stocking up for     offers an amazing gourmet selection of packaged goods on discount!  ,2020-03-06T22:00:25Z,0,0,Philadelphia,5094,5013,10473
64,1236050000000000000.00,The  frenzy’s ‘unintended’ impact on medical supply chains. 's convo w/ 's Steven Zeldes,2020-03-06T22:00:25Z,0,0,"Boston, MA",55309,2681,111447
65,1236050000000000000.00,"Chinese companies are stepping up to contribute to the response to the  outbreak. Are you prepared (to contribute)?
",2020-03-06T22:00:25Z,0,0,Global,20,14,715
66,1236050000000000000.00,"The outbreak in Iran is becoming more serious each and every moment.    take charge of  crisis management from IR regime and you yourself undertake the situation, please.",2020-03-06T22:00:25Z,0,0,World,46,154,429
67,1236050000000000000.00,Create the problem then make money from it. Well done China.,2020-03-06T22:01:12Z,0,0,,7,122,183
68,1236050000000000000.00," sneeze — omg allergy season is upon us 🤦‍♀️

  &amp; allergies = paranoia on steroids

🤔 what else? ... will finger licking good commercials be banned?",2020-03-06T22:00:25Z,0,0,"Wardsboro, VT 05355",354,427,25514
69,1236050000000000000.00,Austin officials say there are no reported cases of  in Travis County.,2020-03-06T22:00:26Z,0,0,A big city in So Cent Tx,4095,3578,145668
70,1236050000000000000.00,"   

How are we(U.S.) doing?",2020-03-06T22:00:28Z,0,0,,50,154,9636
71,1236050000000000000.00,READ THE THREAD AND QUIT FUCKING BUYING MASKS!,2020-03-06T22:00:29Z,0,0,,360,117,117720
72,1236050000000000000.00,They lost their money so they canceled. A few days ago when the money was still in they were saying the show would go on. Now they say it’s to protect the public. This is how the world works,2020-03-06T22:08:46Z,0,0,,241,1043,9468
73,1236050000000000000.00,SXSW officially canceled - incredible the impact  is having across the global market and how it's forcing brands to respond.,2020-03-06T22:00:29Z,0,0,"Chicago, IL",373,1754,852
74,1236050000000000000.00,"Fair enough, and also would emphasize that in communities with no basic health services even the ‘moderately’ ill may die of covid19 and so we need humanitarian agencies to ‘do good’ and have pragmatic approaches, not try to ‘look good’",2020-03-06T22:00:29Z,0,0,"Boston, MA",1533,326,2297
75,1236050000000000000.00,Researchers capture the first pictures showing 'the real appearance' of the new coronavirus  ,2020-03-06T22:00:30Z,0,0,Worldwide,2182,0,514911
76,1236050000000000000.00,"   Her nationality is listed as """"American."""" She was born in Taiwan. 

The COVID19 is NOT caused by Chinese people.",2020-03-06T22:00:31Z,0,0,"Edgewood, NJ",10704,10789,37232
77,1236050000000000000.00,"_Tweeted by """"Infectious Diseases physician and scientist, with thoughts on Infectious Diseases, Tropical Medicine, HIV Prevention, Public Health, and Global Health issues""""",2020-03-06T22:00:32Z,0,0,"Lausanne, Switzerland",24018,964,42193
78,1236050000000000000.00,"Our President shouldn’t be touring around  ,.. 120nm particle is invisible. These guys at  should not have had the President over. Notice  Xi nowhere to be found.  ",2020-03-06T22:00:32Z,0,0,New York,393,138,6248
79,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:10:06Z,0,0,,0,1,769
80,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:05:06Z,0,0,,0,1,769
81,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:00:33Z,0,0,,0,1,769
82,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:10:06Z,0,0,,0,20,1527
83,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:05:06Z,0,0,,0,20,1527
84,1236050000000000000.00,"N95respirator against  soldout?
No!We have  / 3ly Medical Disposable Facemask In stock(USA). Freeshipping Now!
",2020-03-06T22:00:33Z,0,0,,0,20,1527
85,1236050000000000000.00,Let's all hope she doesn't get  🙄,2020-03-06T22:00:33Z,0,0,,327,370,12928
86,1236050000000000000.00,"Use this toolkit for best practices to strengthen your incident response team, update your communications plan, and quickly communicate updates to your community about .  
",2020-03-06T22:00:34Z,0,0,"Washington, DC",3153,904,5544
87,1236050000000000000.00,The speed with which  spreading now quite alarming. Seems like everytime I refresh there's a case somewhere.,2020-03-06T22:00:36Z,0,0,Africa,118819,1092,87124
88,1236050000000000000.00,"The incomparable :

",2020-03-06T22:00:37Z,0,0,"Ontario, 🇨🇦",15527,1402,71037
89,1236050000000000000.00,"Coronavirus FAQ pt. 2

How does it spread?
• Between people within about 6 ft. (2m)
• Through respiratory droplets after an infected person coughs or sneezes
• Within communities with infections
Source: 

  ",2020-03-06T22:00:37Z,0,0,"Sacramento, CA, USA",62,93,257
90,1236050000000000000.00,"    While Justin Trudeau financially assists terrorists &amp;  anarchists in Canada and abroad ,  allocates $8.3 Billion to  combat .
",2020-03-06T22:07:40Z,0,0,Canada,1141,1108,2693
91,1236050000000000000.00,"While Justin Trudeau financially assists terrorists &amp;  anarchists in Canada and abroad ,  allocates $8.3 Billion to  combat .
",2020-03-06T22:00:38Z,0,0,Canada,1141,1108,2693
92,1236050000000000000.00,"While Trudeau financially assists terrorists&amp;anarchists in Canada &amp; abroad,  allocates $8.3Billion to combat .

Police not probing recent rail disasters, crude oil derailments, deaths for possible negligence",2020-03-06T22:10:18Z,0,0,Canada,1141,1108,2693
93,1236050000000000000.00,"How many people will ultimately die in the United States from the coronavirus? My guess is that if it’s under 1,000 the stock market is oversold. Over 1,000 deaths and the market is still undersold.

 

 
",2020-03-06T22:00:38Z,0,0,,103,884,2387
94,1236050000000000000.00,Horrible customer service experience on the phone with .  I can't tell if it's automated or if this person just isn't listening.  35 minutes in and zero resolution. ,2020-03-06T22:00:38Z,0,0,"Des Moines, IA",304,1075,819
95,1236050000000000000.00,Our affiliate  reports  will be cancelled this year due to the corona virus ,2020-03-06T22:00:38Z,0,0,"OH, KY, & WV",821,319,1351
96,1236050000000000000.00,"😰 If you’re feeling sick, stay at home! We want everyone to stay as healthy as possible. Check out other ways to keep you and your community healthy and safe from .",2020-03-06T22:00:39Z,0,0,"U.S., Canada, Puerto Rico",92738,11295,50649
97,1236050000000000000.00,"Man in his early 80s has become the 2nd person in the UK to die after testing positive for  Milton Keynes Hospital said the man, who had underlying health conditions, tested positive for the virus and died shortly after on Thursday.

 
",2020-03-06T22:00:40Z,0,0,The Netherlands,86,1112,1629
98,1236050000000000000.00,Another COVID19 case in yet another Democratic area. How is this not setting off alarm bells? Where in Camden Co? Did he take the bus?,2020-03-06T22:01:19Z,0,0,United States,112,273,14657
99,1236050000000000000.00,"If you are into Behavioral Economics, you know that every little nudge counts. I put this sign on our office door, I suggest you do the same. ",2020-03-06T22:00:41Z,0,0,"San Francisco, CA, USA",3101,167,14851
100,1236050000000000000.00,"The very very best of luck to our students in RCSI who are doing their long case exams earlier than expected, and indeed to all students everywhere who are impacted by this",2020-03-06T22:00:41Z,0,0,Dublin,619,723,5094
101,1236050000000000000.00,Jesus fucking Christ. There is no bottom. Our nation is being run by morons. God help us all.,2020-03-06T22:00:41Z,0,0,"Ardmore, PA",167,525,2924
102,1236050000000000000.00,BREAKING:  announced the cancellation of  amid concerns over the spread of,2020-03-06T22:00:42Z,0,0,United States,370,599,849
103,1236050000000000000.00,wow when  counter-programming is the potentially toxic and broadly unregulated  chemicals in your water supply,2020-03-06T22:00:42Z,0,0,"Washington, DC",7620,3497,11307
104,1236050000000000000.00,CANCELED!,2020-03-06T22:00:43Z,0,0,"Los Angeles, CA / Pasadena, CA",4226,1370,328635
105,1236050000000000000.00,"Just wait until U.S. testing begins and the magnitude of this becomes apparent… “The markets are going to shit themselves.”    
 
",2020-03-06T22:00:43Z,0,0,"New York, NY",84138,1808,8071
106,1236050000000000000.00,Why no huge outbreaks in English speaking countries??? How weird is that???!!!     ,2020-03-06T22:00:43Z,0,0,,8,29,1586
107,1236050000000000000.00,The right call,2020-03-06T22:00:44Z,0,0,"Austin, TX USA",3404,3271,25422
108,1236050000000000000.00,Meanwhile in Canada . . .,2020-03-06T22:00:44Z,0,0,unceded Lkwungen land,240,1820,16446
109,1236050000000000000.00,Not Good! Six Nations game postponed after a player tested positive for ,2020-03-06T22:00:44Z,0,0,Fife | Scotland,875,99,1059
110,1236050000000000000.00,Sometimes the truth is scary.,2020-03-06T22:00:45Z,0,0,,31,48,924
111,1236050000000000000.00,"Tell that to the patients in an Italian ICU. Or wait a week or two to tell that to patients turned away from ICUs as hospitals overflow.

PS I don't give a shit about your share prices.
",2020-03-06T22:00:46Z,0,0,"Berkeley, CA, USA",2778,1924,34543
112,1236050000000000000.00," I've been wondering what the anti-vaxxers (a name they don't like, so I continue to use it!) are going to do when a Covid19 vaccine is developed. 

Will they feel responsible when there's a resurgence of measles, smallpox, etc. when those diseased had pretty much been eliminated?",2020-03-06T22:00:46Z,0,0,,296,482,18529
113,1236050000000000000.00,"This morning, , vice president of clinical programs at MGH, spoke on  about the plans and work being done to open a  Screening and Assessment Centre with . Listen to the interview here:",2020-03-06T22:00:46Z,0,0,Toronto,8622,2262,13703
114,1236050000000000000.00,Holla @ Target who is out of ibuprofen,2020-03-06T22:00:47Z,0,0,"San Francisco, CA",212,338,4697
115,1236050000000000000.00,"Coronavirus cases surpassed 100,000 worldwide on Friday as the flu-like disease continues to reach new countries. Economic impact has begun to intensify as stocks continue to plunge. Read more by Reuters on",2020-03-06T22:00:47Z,0,0,"Los Angeles, CA",2639,102,32876
116,1236050000000000000.00,"
 is cancelled this year by City of , , acc'd to  stmt.

The  cancellation comes amid  fears.

 ",2020-03-06T22:09:26Z,0,0,"Seattle, WA",788,142,44475
117,1236050000000000000.00,"
 is cancelled this year in light of  by City of , , acc'd to  stmt.

  ",2020-03-06T22:07:42Z,0,0,"Seattle, WA",788,142,44475
118,1236050000000000000.00,"
There are 11 new  cases reported in  state, acc'd to NY Gov. Andrew  stmt:

Since yesterday, there are a total of 22 new  cases in New York state, doubling the overall total in NY state. In total, there are now 44 cases in NY state.",2020-03-06T22:00:47Z,0,0,"Seattle, WA",788,142,44475
119,1236050000000000000.00,"I’m surprised he didn’t tell them how great this will be for the economy—building starts, car sales, furniture &amp; home goods purchases to replace lost goods. Not to mention the funeral industry. I feel sick to my stomach that I can see him thinking this after his COVID19 comments",2020-03-06T22:00:48Z,0,0,"Texas, USA",989,1295,19005
120,1236050000000000000.00,Updated:   - Travel Advisory Level 3:  Reconsider travel to Azerbaijan due to an outbreak of  and responsive measures implemented by the Government of Azerbaijan. ,2020-03-06T22:00:48Z,0,0,"Washington, DC, USA",598840,571,21474
121,1236050000000000000.00,has been canceled.,2020-03-06T22:00:49Z,0,0,"Austin, Texas",46,239,1392
122,1236050000000000000.00, Where's the  testing for Americans? Every other country in the world was and is more prepared and helping their citizens and all we get is no tests and questions about what it will cost us. IT SHOULD BE FREE YOU ASS!,2020-03-06T22:00:49Z,0,0,District 2 Eastern Oklahoma Oklahoma’s 2nd Congressional,2519,326,11750
123,1236050000000000000.00,Good luck with your trip to the cdc and close contact with covid19 and other things 😉,2020-03-06T22:00:49Z,0,0,"Illinois, USA",8462,8210,110003
124,1236050000000000000.00,"“We know coronavirus doesn’t respect borders and that it hits the vulnerable hardest, those with weak health systems. So refugees are at considerably greater risk.”  in  on : ",2020-03-06T22:00:49Z,0,0,Worldwide,388193,2484,25248
125,1236050000000000000.00,When 80% of the news covers only one and only one topic.    ,2020-03-06T22:00:50Z,0,0,Santa Clara,54,167,52
126,1236050000000000000.00,"This is scary.

The world must contain and stop further spread of this crazy virus.",2020-03-06T22:00:50Z,0,0,"Lagos, Nigeria",2486,660,40505
127,1236050000000000000.00," Well Bethlehem is closed down because of Covid19, so now Kenney can focus on what matters.",2020-03-06T22:00:50Z,0,0,,77,265,2249
128,1236050000000000000.00,"2) This makes the virus harder to trace, since we’re not entirely certain who has the virus or not. This biases towards a lower transmission rate.

Thus, Covid19 is likely less deadly than we think, but transmits more than we think, given it’s operatively similar to SARS 
2/n",2020-03-06T22:00:51Z,0,0,,32,360,757
129,1236050000000000000.00,"""""Right now, we need to focus on the prevention of  spread in healthcare facilities. Disturbingly, we're hearing some hospitals are taking nurses out of quarantine + putting them back to work. This is extremely risky."""" -' ",2020-03-06T22:00:51Z,0,0,"San Francisco, CA",1304,615,7273
130,1236050000000000000.00,Whoa,2020-03-06T22:00:52Z,0,0,"Astoria, Queens, NY",2343,1869,12630
131,1236050000000000000.00," No  cancellation or change fee for  when I rebooked my original flight for next week, ORD - MCO - IAH - DFW - ORD, to my updated itinerary ORD - DFW - ORD. Lots of changes underway for so many .",2020-03-06T22:00:52Z,0,0,Chicago,19187,16099,61348
132,1236050000000000000.00,"The fun thing about extra cases of  is that they are people tested, isolated and receiving healthcare, so they could be epidemiologically safer than the people (or areas) that are untested, unisolated and just spraying their lurgy around like invisible salad cream.",2020-03-06T22:00:52Z,0,0,souk,151,419,61550
133,1236050000000000000.00,Petition: Close Schools/Colleges down for an appropriate amount of time amidst COVID19.,2020-03-06T22:00:53Z,0,0,,1,100,2
134,1236050000000000000.00,"Heartily agree 
(Also love that  does not 
 impact children as often)",2020-03-06T22:00:53Z,0,0,Central Minnesota,4247,3592,76167
135,1236050000000000000.00, IS CANCELLED&gt;,2020-03-06T22:00:53Z,0,0,"Honolulu, HI",77,107,887
136,1236050000000000000.00,cancelled,2020-03-06T22:00:55Z,0,0,Manchester,34162,1742,29842
137,1236050000000000000.00,"Police release image of man they want to speak to after 'coronavirus rage' attack on woman

    
",2020-03-06T22:09:29Z,0,0,,393,2331,26382
138,1236050000000000000.00,Exhale or airborne... I see the contextual issue here!,2020-03-06T22:00:56Z,0,0,,4,25,72
139,1236050000000000000.00,"Fauci is a proven liar and vaccine injury denier.  

 ",2020-03-06T22:00:56Z,0,0,New Jersey,17,96,189
140,1236050000000000000.00,hoo boy,2020-03-06T22:00:57Z,0,0,"Denver, Colorado",504,464,19822
141,1236050000000000000.00,"Alright,  just got real for some coworkers and I anticipate rioting. The snack bins are no longer available at the office for the foreseeable future.",2020-03-06T22:00:57Z,0,0,"Portland, OR",168,346,365
142,1236050000000000000.00,It’s very important to separate liver enzymes from liver function in all the descriptions complications infections,2020-03-06T22:02:34Z,0,0,"San Diego, CA",989,182,433
143,1236050000000000000.00,". pledged $12B to  – great, but what next?

🔹Where’s 💰 for economic shocks?
🔹Is the 💲 really 🆕?
🔹Should it help fund ?
🔹Should it finance the devt of 💉? 
🔹What about 🏥 costs? 

 &amp;  investigate:",2020-03-06T22:00:58Z,0,0,"Washington, DC & London",101401,1974,34653
144,1236050000000000000.00,"Had my annual N95 mask fitting yesterday. At the end of this normally mundane task, instead of discarding the disposable mask covered in sweet and bitter flavored mist, I was told to put it in my purse """"just in case"""".",2020-03-06T22:00:58Z,0,0,"New York, USA",254,625,6668
145,1236050000000000000.00,Welp...,2020-03-06T22:00:59Z,0,0,Austin,20,120,166
146,1236050000000000000.00,Hard to take Trump seriously about  when he’s standing there like a doofus wearing campaign merchandise.,2020-03-06T22:00:58Z,0,0,New York,66,152,2780
147,1236050000000000000.00,"update for anyone who was planning on attending  this year. Had been looking forward to this, but hopefully can attend in the future.",2020-03-06T22:00:59Z,0,0,New Zealand,1004,1995,2016
148,1236050000000000000.00,"I'm tweeting from  - here's my take on the situation right now.

     19   

",2020-03-06T22:01:01Z,0,0,"Body in Seattle, ❤️ in NYC",3778,4985,59590
149,1236050000000000000.00,couldn't look more disinterested touring the . ,2020-03-06T22:01:01Z,0,0,"Spokane, WA",771,1495,168981
150,1236050000000000000.00,Whoa,2020-03-06T22:01:02Z,0,0,"Fairfax, VA",484,1084,7506
